,rating,title,Review_data
769,1.0,Cheating Amazon me,Very bad camera don't buy redmi note 11  Amazon cheating me not replace this product  Iam contact more time but not replace now Amazon block me this is very crual
770,2.0,Poor quality camera and hanging issues,"Phone is looking very good , but camera quality is very very poor, phone is hanging some times and very slow. Battery is good and charge very fastly."
771,2.0,Don't consider this phone if you need a good camera phone,I bought this for the performance and good camera but 50 mega pix photo quality is worst and I have been using this from last 3-4 months. Don't buy this phone
772,2.0,Battery drains too fast.,"Battery drains too fast do not even last 1 day for normal use, my another phone with 4500mah lasts better than this"
773,4.0,Good,Good
774,3.0,Camera,"NGL the camera is a complete joke, performance is average, good display tho with 90hrtz rest all is joke ! All I can conclude nothing more can be expected from a 14k phone"
775,1.0,facing problem in personal hotspot.,1.personal hotspot is not working2.performance is not great3.camera is average4.battery backup is good5.bgmi is not working even in low settings
776,5.0,Satisfied,"1.Good performance2. Display good3, camera little bit lagsOverall good productI got this  price10499 really worthy for amoled"
777,1.0,I am 3 time order difrent damage product send to me and return delivery all ways dealy,I am 3 time order difrent mobile all weys damage product send to me and return delivery all ways dealy after time and carrier boy late send me old used mobile
778,5.0,Nice one,Nice one
779,5.0,Good,Nice
780,1.0,Good for normal use  not a gaming phone,Game play karne par Battery drain fast hota hota haiAround 4.5 hrs
781,1.0,Don't waste your money on this,"Very poor quality camera, software hangs a lot, sound quality is good, hand holding feeling good, display is up to mark, battery life is ok"
782,4.0,Super,Weightlees
783,1.0,It claims snapdragon 680 but it has 665 chipset.,It say 680 chips etc but device has 665 chipset.After 1 day I came to know dual app is not working and second space is not available in my model.
784,1.0,Wifi keeps getting cut off,Really bad wifi connectivity. Wifi keeps getting cut off
785,4.0,Great Mobile got it 5243 Rs only,"Nice Mobile, Battery last upto one day"
786,1.0,High volume apps are not running,"High volume apps are not running which were easily running in redmi note 7. The quality of note series is going down day by day, but prices are going high."
787,1.0,Average phone no dual apps,Average phone. Camera quality is very poor.second space not available in 4/ 64. Dual apps facilities not available in 4/ 64.redmi apni quality par dyan de
788,5.0,Very good,Once again I fallen in love
789,3.0,Battery issue,Battery draining quickly and there was no sim removal tool in packing
790,4.0,Everything is good except camera,The camera quality is very bad. Note 9 camera which is 48MP is much better then this 50MP cameraCamera is flickering during motionBattery life is very good
791,3.0,Good phone.,"Good phone for a day to day normal use,.. fast charging is appreciated.  Camera quality is disappointing... over all ok..."
792,1.0,Worst ever,"The phone keeeps hanging, low volume and hard to communicate. Pathetic product ever given by MI. Please do not waste your money."
793,5.0,Camera achha he lekin kavi load ho neme kucha hotahe,"The media could not be loaded.
                



 Isi mobile se banayahuwa video he photos achha attahe"
794,3.0,Not working smoothly prosesar is very slow mobile hanging And very slow speed,Not working smoothly prosesar is very slow mobile hanging And very slow speed
795,1.0,"Camera quality is very bad, video camera worst",Camera quality is very bad. Video camera is worst. Gonna return this.
796,5.0,Best phone I used,"Fantastic mobile in this price range, go for it"
797,2.0,Dumbest phone ever,Dumbest phone ever.Sometimes android system isn't responding.Worst phone for gaming.Not much fast as company says.Processor isn't too good.
798,3.0,According to the budget all are litte bit adjustable except camera.,If u consider the phone according to the budget all the feature are little bit ok. But the camera quality is totally worse which was not expected.
799,4.0,satisfactory,good
800,1.0,Worst camera and display,"Camera is very worst and waste of money, display is also not good.Overall after one week of usage it is not worth to buy"
801,5.0,Nice good at this price range,Its allrounder phone
802,5.0,Amazing experience with this Mobile,Amazing experience with this MobileExcellent performance definitely recommendThank you Redmi and Amazon for giving me such Experience.
803,3.0,Good,Good
804,2.0,Worst Note series ever,Not good quality.Miui 13 not niceWorst 50mp 📷Positive - 1. Speaker is loud and clear.
805,5.0,Excellent,"Excellent phone  battery life 2 days and camera quality is also good, phone working very smoothly and any other isse, good phone value for money."
806,5.0,Nice,The media could not be loaded.
807,3.0,Camera quality so good. But internal storage available only 40gb,No photo capture with using fingerprint. Internal available storage only 40gb in 64gb but my redmi note 4 54gb availabe in 64gb. Using storage available only 40gb
808,3.0,get Display insured,Since its an LED screen. Its better to insure as chances of display getting broken  is high compared to normal screens.
809,5.0,Excellent product,Very nice and good product
810,5.0,Very gud mobile in this budget,Excellent phone and delivery from amazon. Commitment is very by Amazon. Received the product on committed date may late due to unforeseen reason.
811,5.0,MI LOVE,"Good battery life gud camera nice processor love the phone ....,very good product...totally satisfied with the quality of the phone...phone is working fine superb phone"
812,3.0,Phone is good for this price but camera is below average.,Both front camera and back camera shots are below average.  Didnt expect this kind of photos from redmi phones.
813,5.0,Nice one!!!,Super quality product!!!
814,1.0,Google account didn't connect,Tried to add google account and it was saying add account or create account.And MISS account also not able to create.It's irritated so much...
815,4.0,Except camera rest all features are at satisfactory level.,Except camera rest all features are at satisfactory level. People's who don't consider camera then it will be good choice to go for this phone.
816,3.0,Good but shoud be give high android update,Colour selection is not that much exiting. Camera also not good
817,4.0,Nice,Thanks
818,4.0,Best in category!,"Nice packaging, best phone in category.."
819,2.0,"After using 1 week,i had calling issue. so far 2 times i unable to make a call. It's","After 1 week of usage, i had calling issue. So far 2 times this issue occurred, when am making the call it's not connecting.after restarting it's working."
820,5.0,Recommended,Great Display... Good battery life. Satisfied
821,5.0,It's an amazing product.,Excellent
822,3.0,"Performance wise ok, but camera quality worrest","Performance wise ok, but camera quality worrest and never expected that much quality with 50mp camera."
823,1.0,Junk phone,Do not buy
824,4.0,Redmi note 11,Best phone ever in the market in this range. Nice product.
825,3.0,Look is good,Sapce is covered with  mi apps onlyPlease take 128 gb variant
826,1.0,Third class mobile. SIM card slots are not working..Need to reboot again & again,Third class mobile. SIM card slots are not working..Need to reboot again & again.Now please some body help me how to return this product.
827,4.0,There is not bill invoice,Everything thing is perfectly fine except it's fingerprint sensor it is very slow and one more thing in the box i was not able to find bill invoice.....
828,5.0,Best mobile at 13 k price range,The mobile was feeling so good with its screen quality and process. Smooth in handling and had bright images with a well built battery
829,5.0,Everything is in this product is up to mark.,"A budget phone with good fingerprint reader, desplay & God camera quality."
830,1.0,Defective peace received,Got the defective and also not received the replacement.. Not happy with Amazon
831,5.0,Nice product,Nice mobileBattry goodProceccing goodDisplay excellentCamera averege
832,3.0,Camera NOT good,Note 10 is way better in terms of camera.
833,1.0,Worst camera don't buy,Worst camara performance.Camera is not good at all.. it feels like 2mp cameraDo not buy this phone for camara purpose... Waste of money
834,5.0,I like the product. Really good. I get it at 11499/-,I really loved this product. It's good on it price. But camera should be better. Otherwise everything is perfect
835,1.0,Hang too much,Not satisfied but in 12000 rs okay for normal useBig problem...... Hang too much
836,5.0,Nice for the price.,Very nice when it comes to buying a phone for a beginner or for someone in your family who wants an upgrade. Best  in its range.
837,5.0,Best phone at rs13499,Rs13499 me is se best or koi nahi
838,5.0,This handset is overall very good. Pesa vasul products.,Finger prit is good not excellent and batry  is work 1.5 day . Camera is good. But according to Price this products is good.
839,5.0,Good Amoled Screen with Fine Camera is,"Responsive Touch Screen, Battery life 24 Hours with all gaming and netsurfing."
840,3.0,Not good,Not much good .. just after 15 days battery is not getting charged in a right manner. It is taking 4 to 5 hours for 50-60%
841,4.0,Superb,Mobile locking very good battery very good camera good fingerprint very good overall mobile very good this price 12500
842,3.0,"Good display and speaker.  Slow app opening, poor memory management","Pros: display, speaker, battery, chargerCons: not fast performing, poor memory management"
843,5.0,Great,Nice phone
844,4.0,Not good camera,Not fast as expected and camera quality is poor
845,1.0,money waste.,"I am use redmi note series last 6-7 years. but first time receive not good phone. our money are waste, phone call recording not proper work."
846,1.0,Bad experience doesn't work properly,Bad experience for mi phone... Hang problem sensor problem connectivity pro. Every function are bad... Very poor phone. Note 11 and 10 flop mi phone
847,5.0,ok ok phone,"the phone is ok but not satisfied with its camera, camera is having noise always especially in low light all other things are good"
848,5.0,Value for money Super Product,"The media could not be loaded.
                



 Value for money very good experience for entry level segment better quality and price"
849,1.0,camera and speaker is very bad,this is very bad product camera and speaker is very bad and also hanging problem i was purchase before 1month ago the problem is create in one month
850,3.0,Cost effective,"Mi lite mode option is superb, except camera overall nice, camera is utterly poor quality."
851,1.0,The worst camera quality I have ever seen😡😡,"It is completely waste of money on this phone,Only battery is good,Camera, performance, gaming experience is so bad it is not worthy of money"
852,3.0,"Camera is below average... Quality is 3mp, need to restart mobile to detect sim","Camera is horrible... Not upto markNot detecting SIM, have to restart to have sim detectable"
853,4.0,Good budget phone,Good phone
854,1.0,Mobile not working properly,"This product hanging a lot, some features do not even work, the bluetooth connection leaves the connection again and again, sometimes the screen blinking."
855,5.0,Good,Good
856,4.0,Sound not clear,Good
857,3.0,Apps opening time,There is delay in opening the apps... I don't know it can be fix or not. If anyone help me how to speeds up pls say...Otherwise it is a perfect mobile.
858,4.0,Good for daily use... Worst camera,Mobile is good for daily use... Camera not up to mark.. Worst camera for this price range... May be they can make it better through updates.... 80% value for money
859,3.0,wifi problem,Wifi not good. Wifi 200mbps ka hai phir bhi free fire khelne ke time ping high rahata hai
860,5.0,Superb,"Very good battery life, display is awsome,dual speaker is very loud .Over all this the best phone under 14000"
861,4.0,After using a week i decided to review the item.,Every thing is good but charging quite slow as mentioned.
862,3.0,Best,Best work
863,1.0,Worst camera,Worst camera... issues in network connectivity... issues in Bluetooth... Issues in app downloading... Phone Hangs... Need to restart
864,4.0,super,super this price
865,1.0,Not worth,Camera bad quality and has a functioning like below 10k mobile both camera and process.
866,5.0,Always be happy with mi phones,
867,4.0,Facing some hanging problem when open documents,Some time processing slow little bit hanging problem not fully satisfied after using one plus 7t but looks great
868,4.0,Some features missing..,While using phone calls  voices are hearing all speaker apart from phone speaker
869,5.0,Not the best one but Better in comparison to others in this segment.,Redmi use to provide amazing phone in note series in a very good budget which has lost.
870,1.0,worst of money.,phone is very heat for using internet.  very disoppinment for this phone.. dont buy it.
871,4.0,About the phone,OVERALL THE MODEL IS GREAT!! BUT AM ONLY DISSATISFIED WITH THE FRONT CAMERA.. BUT STILL I SAY IT'S BUGDET FRNDLY AND WORTH EVERY PIE❤
872,4.0,Really very fantastic smartphone fit in the budget. Happy to bought it.,"The media could not be loaded.
                



 Camera 3/5Battery 5/5Performance 4/5Look 4/5Overall 3.5/5"
873,4.0,Paisa Vasool,"The media could not be loaded.
                



 Redmi note 11 phone bahut hi Achcha hai iska camera bhi bahut Achcha hai battery backup bhi hai paisa Vasool"
874,4.0,Don't buy this phone,It's not amoled display and camera quality is also very poor. Only battery backup and fast charging is good. Overall it's not a good phone.
875,1.0,"Bad performance, hanging issue, display not perfect","Bad performance, hanging issue, display not perfect, performance of device not good, any running application stop automatically, UI stop working"
876,5.0,Waw,Nice Phone in this price range.
877,3.0,It's ok type,Music streaming is worst than Redmi Note 5... Frequent network signals droping... RAM is under stress
878,3.0,Not too good but value for money phone,This is much better than my previous mobile. So i like it.
879,4.0,Worth buying,Good light weight handy smartphone for day to day use with good battery backup but camera is just ok ok.. not good...
880,5.0,Nice. Fast. Long battery.,Best in this price. Fast and smooth
881,4.0,Realy compromise with camra quality.... Otherwise all good...,"Realy compromise with camra quality..,... Otherwise all good, performance, battery🔋.... Not satisfied with camra..improve if u can.... With any update..."
882,3.0,Battery not good,Battery is not good
883,4.0,Good phone but not full setifaction,"The media could not be loaded.
                



 Battery camera much batter process not good heat phone"
884,3.0,Best phone in this price range,"After using this phone, I am writing this review. Camera could be much better and every thing in this price range is perfect."
885,5.0,Overall itz good product. Just go for it,I like overall phone.
886,5.0,Nice luck,Bettery life 2day
887,1.0,Not useful,Very bad battery back not satisfied
888,2.0,Third class phone,Phone become dead in 3 months third class phone 😠😠😠😠
889,3.0,Redmi note 11 issue,If you expect 4k video then it is not meant in this phone.Moreover sd 680 is not much powerful and often have bugs in its miui
890,4.0,Smart phone,Value for money
891,4.0,Best phone,Bhut hi badhiya phone heIski battery or charging dono bhut achhi he. Sound bhi dusre mobile ki tulna me achha he. Selfi camera achha he .
892,5.0,Finger print not good.,Camera quality and battery life is good and it's charging is so fast so good but finger print not working properly for me it's not much good.
893,4.0,"Overall It's Good under 13,500","I got this phone under 11,549 with exchange offer. Camera and battery backup is good. Overall it's good for multitasking. Thanks to Amazon for this price."
894,5.0,Product Quality Goods,Amoled display smooth viewable.Battery life time Good and quick charging.But camera quality only medium. Otherwise good quality phone.
895,5.0,Budget phone,Value for money
896,5.0,Iska price bill aur varenty card nhi mila,Thanks!Mera mobile thik hai aur package bhi thik thak that. Mera order mujhe Mila lekin mobile ki bill or rashid package m nhi tha kyo
897,4.0,Excellent,I loved this mobile and its performance.. It is worth for this price..
898,5.0,Superb ✌🏻,"Superb phone display,camera and batterie life is good processor os pretty good,justify to the price range"
899,4.0,Nice Phone,Good mobile @ this price 15999
900,1.0,The phone ui is real bad,Very bad UI
901,5.0,Awesome,"Fingerprint reader ok, battery & Camera is also good."
902,2.0,Worst performance,"A lot of application continues freeze,Functioning post restart."
903,5.0,I L❤VED REDMI MOBILE,"VERY LITE WEIGHT.... I L♥VE REDMI NOTE 11VERY GOOD PICTURE QUALITY, & SOUNDSCAMERA QUALITY VERY GOOD"
904,2.0,Camera is very poor and worst quality,Camera is not good.very poor quality pictures
905,4.0,"Camera is average, rest everything is better compared to other phones in the same price range",Camera is average.Battery life's good.Display is amazing.
906,3.0,"Worst camera, selfie and back camera both",Pros1.display2.speakers3.mobile look4.handy dimensionsCons1.worst camera compare to note 10(selfie and rear both)
907,4.0,"Not bad, average","The phone is good in this price, charger is great, camera quality is average. Recommended for buying. 👍👍👍"
908,5.0,A such fablous phone,"The media could not be loaded.
                



 If your budget is less then 15k so u want by it is a wondering faadu bole to"
909,3.0,Don't buy this mobile.,"Shut down issue, Battery backup not good, sometimes stuk."
910,3.0,Good phone at this price,Good at this price. UI is lagging
911,4.0,Redmi Note 11,Phone is not as good as expected mainly the quality of the photo from the camera is very poor.
912,4.0,camera is not upto the expectations,Everything is fine except camera.Also it seems to be lagging sometime due to heavy MIUI.Otherwise this phone is good for day to day task.
913,1.0,Notification,Led notification feature is not available which is having on note 7 models..waste mobile...
914,1.0,Mobile housing dent,"The media could not be loaded.
                



 I am just now open the box ,,,,, one side lite dent panel"
915,1.0,Bad camera ever i seen,Don't buy this phone of redmi....if you want good camera phone in this same price range...you should go for realme narzo 50.....
916,1.0,Don't buy very poor camera quality,"On this price mobile is very poor quality, look vise cool but quality of camera is not good, and sancer quality is also very bad"
917,1.0,It's hanging in a week days worst mobile,"The media could not be loaded.
                



 Worst mobile"
918,1.0,It's really buggy and Xiaomi should fix it,It's soo laggy and buggy it's just been 3 months since i bought it
919,3.0,Not good as much i want,I am usnig now as secondary phone
920,4.0,Need miui update some bugs,Good design and fast charging amoled display also but camera quality avarage Ram management very poor miui 13
921,2.0,Not worthy,"The media could not be loaded.
                



 I used it till 10 days properly but after that it wasn't opened...it wasn't switched on."
922,4.0,Ok ok,Phone is ok few things are good like display sound call quality battery 4g+ and battery no 5g support but phone is okBut it is not best in class
923,5.0,Overall It's Good,While on the charging it's getting heated.. sometimes it's getting Hang .. processing is little slow
924,5.0,Worth it,Worth a buy.. Good features at this price
925,1.0,Beware of before buying redmi note 11 guys,Worst phone. Ek mahine k under hi DISPLAY me lining aa gyi .
926,5.0,Good,Very good
927,1.0,"Worst camera ever,MI brand never buy also not advice to my friends not to buy redmi.","Worst camera ever, redmi very bad"
928,3.0,Dual app feature missing,There is no dual app or dual space feature in this phone.
929,5.0,Stunning display quality  in this price range,Good phone for daily normal useExcellent AMOLED displays in this segmentBoxy Design is so beautiful
930,4.0,Good👍,Good👍
931,4.0,Just loved it,Just loved this phone. Its worth for this prize range. Display quality is amazing. The portait mood is so damn cool.
932,1.0,Display stopped automatically,"With in 20days display not working, we go for  service center they told physical damage but there in physical damage"
933,4.0,Improve camera,Front camera low light condition very slow display super not compare to samsungAll over mobile 4 star rating
934,1.0,Unstable product,ui sucksToo much slowCamera crashes
935,5.0,Very lite in hand,"The display is good in quality, as the panel is an AMOLED panel.And the weight is nicely distributed so it seems very lite in hand."
936,2.0,Camera not up to the mark,Front camera 📸 not good
937,5.0,Good quality products,Good value for money nic products...
938,4.0,Good budget phone,Camera says 50mp but according to the data could be made more better. Performance lags a little as the RAM is less.
939,1.0,Horrible. Pls don't buy,Pathetic phone. Incredible amout of lag. Waste of money. Phone hangs most of the time.Pls don't buy
940,5.0,GOOD FOR PRICE,"potrait mode in daylight is just lovely,Loved the phone overall,Value for money."
941,5.0,Awesome👍👏 product,That's mobile phone is also awesome mobile battery🔋 back up better and camera📷 quality full clear iam also very very exciting this phone
942,4.0,Very good phone battery life excellent,Camera average display very good sound quality very good battery life excellent value for money phone
943,5.0,Great product with competitive price,"Built in Alexa is very nice feature in this phone, touch sensor works superb and camera clarity is good with awesome battery life"
944,1.0,Camera quality is very bad,Some features are copied from Nokia
945,1.0,"Same to same 5 pro, no change","Money waste,as it is 5 pro model"
946,4.0,Choice comes true,"Delivered timely and secure,packages no doubt good hence no any chance of damage. Rest all is well."
947,1.0,Charger was missing,Charger was missing
948,1.0,Not worth,"Front camera very worst, my suggestion is go for some other brand"
949,1.0,Defective product,I received a defective product which restart automatically in a loop when charger is connected.
950,2.0,I have been trying to refund bt getting failure,Several crimes I tried to go on refund bt was unsuccessful.... I m not happy wt performance as per configuration... Wish to replace with 11 pro
951,1.0,No Alexa built-in,Not satisfied
952,4.0,Average,Not good
953,5.0,Good software,Good mobile in this budget
954,1.0,Not dual app option & camera worst ever I seen in my life  too much exea expose,Not dual app option & camera worst ever I seen in my life  too much exea expose
955,4.0,Nice phone at this cost,Good
956,1.0,Video calling Camera quality extremely  poor with all networks and 200mbps speed,Camera poor black shade apear in video calling as well as low light conditions poor performance and no video stablity while recording
957,1.0,Money wested mobile,Camera quality very poor it camera givan from company 50 mp but it's camera quality only like 8 mp camera . Money wested product
958,3.0,Worst Camera and Best Display,Best DisplayGood BatteryAverage PerformancePoor (Worst) CameraIf your priority is camera than Go for Samsung Phones
959,2.0,Except camera everything good,"Battery, performance ,display is good quality but camera quality is too poor ... Regret after purchase the smartphone for camera"
960,3.0,It is avarage in respective the cost.,Everything is normal Call connectivity is normal. previous note 10 and 9 are better than this phone except brightness
961,5.0,It's a 4g mobile,Awesome battery with awesome performance. Can be considered a good buy if bought in any sale
962,4.0,Nice,Good looking
963,1.0,Very very very very very very Bad camera from mi . Fully hang smartphone anytime hang.,camera quality was so bad .it is 0 MP camera in night and 2 MP camera in day in real life .
964,4.0,Good featured,Well bought this brand first time. Seems good but can say more later. But its Good👍
965,4.0,Meets my expectation with good battery life and amoled display which is good for multimedia,Pros:1. Amoled display2. Battery3. Smooth user experienceCons:1. Gaming2. Camera
966,3.0,"Poor performance, not a faster system, note 7 pro is better than this",Poor system performance
967,2.0,Worst camera ever why looting money,Very bad cameraDisappointed from camera qualityDisgusting redmi
968,5.0,Superb,Superb mobile in this price range no one can beat it
969,5.0,I like it,Very smart mobileMobile is very easy to use and also very nice to look at. This mobile is cost effective.
970,5.0,Good service,Good
971,5.0,Camera is worst in night time,I liked everything except camera in night time!!It seems like we are capturing image with 2MP camera during night time.
972,4.0,Not bad,Not bad
973,4.0,Good phone but expected better camera.,"Expected better camera. Very good battery life, good screen and the phone runs smoothly in normal usage."
974,5.0,Good phone at 12000,Simply superb and redmi is always top notch
975,5.0,Value money overall good phone,Best phone thanks Amazon pay later
976,5.0,Mobile was so cool to the price i was using the mobile from 20days,Camers was not to good Battery was so good Dislpay was amazing clearityWorth for money under 13k
977,1.0,Worst Product Quality. Poor Quality of Screen.,Poor quality of screen. Non performing in just 20 days.
978,1.0,Waste of money,"The camera quality is pathetic, the speed of mobile/processor sucks."
979,3.0,Wrost of money,When I call any one it is not showing the thumbnail image & it shown in the notification.I restart my mobile still face same issue.
980,1.0,Camera sux,Camera sux
981,3.0,Sleek and nice. I like it.,Battery life seems to be strong. Big screen helps me to read the messages and news items without strain to my eyes.
982,3.0,Okay for normal users,"Decent performance, average camera, best display in segment and good battery life"
983,4.0,Superb,I bought this for my uncle . He said that superb
984,5.0,Value for money go had,Very compack design one hand use comfortable and fit my pocket easily... Display also best and performance aag h boss aag
985,4.0,"Worst Sound quality, Camera","Redmi 9 power's sound quality better than redmdi note 11. Also in camera, redmi 9 power night mode camera better performerd than note 11,"
986,5.0,Everything is best except camera it's worst,"Pros: display, sounds, battery, charger turbo.Cons: camera, Camera, Camera & camera."
987,5.0,Not best but good in budget Segment....Camera Quality needs to improve,Good Option when offer are available
988,5.0,Awesome 👍👍👍👍👍,Wide angle camera is not to good
989,4.0,Very good product,Camera is very goodDesign is very goodBattery could be moreSpeaker quality is very good.
990,3.0,As per 50 MP camera picture quality is very poor,As per 50 MP back camera when I take a photo picture quality came up very poor it's shows like 8 MP camera quality
991,1.0,Worst Worst Worst Product Ever.,Hangs a lot. Apps work slow. Camera is just Ok.
992,4.0,A powerhouse in budget,"Brought this for my elderly mother, main purpose is to do basic functions and it does the job well, dont expect a iphone. Value for money"
993,1.0,Worst phone i ever use,Their is networking issue as wel as lag issue during heavy useDisplay is nice but not like 90hzProcessor performance is bad
994,5.0,Best smartphone at affordable price,Good processor good battery fast charging very handy
995,5.0,Best mobile on low budget,Very good display & battery life...
996,1.0,Worst thing lose of money,Miui not working properly dual gpay select all options in SMS app ring tone contact group
997,5.0,Battery and display is Awesome,Display is Superb.Design is nice.Weight is very less.Value for money phone ✌🏻
998,5.0,HAPPY PURCHASE,worth the money.
999,2.0,Wrost camera Quality,Camera Quality is not good else phone is ok. Don't buy if u r looking for photos n cameras. Writing review after 2 months
1000,1.0,4gb Ram not satisfied.very slow,Not satisfied amount not wortheble
1001,4.0,Amoled screen,"Amoled Display is good in phone, Charging is Fast , Low in Camera"
1002,4.0,Bad camera for this price,Overall good phone just not great camera
1003,2.0,Poor camera and poor Bluetooth connectivity,The best thing about note 11 is it's battery back up.. Worst thing is poor camera quality and poor Bluetooth connectivity
1004,3.0,GRAINS IN PHOTOS,All things are ok but the camera is worst there are too much grains in the slow motion mode and also in normal video mode
1005,3.0,Display is good,"My adapter not working just in a month, bad experience. But phone is good"
1006,4.0,Everything is best but the camera quality is not up to the mark,Everything is best but the camera quality is not up to the
1007,4.0,Awesome delivery,All stars are for delivery.. 7 hr delivery at Bangalore. Got it at 14700
1008,4.0,Nice phone. But battery is not for long time. Otherwise good phone.,Battery not going long.. otherwise nice phone
1009,4.0,Dual aap,Dual app is not working in this MI mobile
1010,3.0,Good phone bt poor camera,Worthy phone with a good display and performance.... Camera is strictly average👎.... Lookwise nice one.... Overall a average phone👍
1011,2.0,Redmi,Ok productNot that interestingRedmi is not that good companyNot completely satisfied with the product
1012,2.0,Waste of money.,It’s camera quality is very poor and the processor is also. It feels like you are using a 5-8 thousand phone.
1013,1.0,Poor camera quality,Camera quality is very poor. Not worthy @16K rupee.
1014,4.0,Good phone,I'm buying for mom
1015,4.0,Good product this price range.,"Finger print fast working , long battry life. Camera qulity very High this price range."
1016,1.0,Not Good,📷 quality poorBattery life poorConvitivity nillHanging problem high
1017,3.0,Not bad but not awsome average,In 12000 not bad phone for normal use like calling only
1018,5.0,Nice,All features are good.
1019,4.0,Camera Quality,Perfect mobile for moderate users.Battery is good and camera quality is poor in low light condition.
1020,1.0,Very bad product,"I got a phone which was hanging, audio problem, battery problem"
1021,5.0,One of the best mobile at this price bracket.,Always a Xiaomi fan. For this price its worth buying. Camera is okayish. Not the best camera at this price.
1022,5.0,Good,Excellent
1023,1.0,यह मोबाइल बहुत हैंग होता है,यह मोबाइल हे मोबाइल बहुत महंगा आ रहा है महंगे के हिसाब से बहुत हैंग हो रहा है चलाने में बहुत समस्या हो रही है हिट भी  होता है
1024,1.0,After one month camera not working properly.In three month third time go to service centre.,The media could not be loaded.
1025,4.0,just cool ✌🏽,overall good mobile ✌🏽☺️
1026,1.0,I received dead set. Not perform any operation even on and off.,Product is totally dead. But seller gives good response in returning of this product.
1027,1.0,Network connection issues,Worst network issue raised
1028,5.0,Worth for money,Good one
1029,3.0,Have a issue with emi,"I had purchased this on bajaj finance card. My emi set was 2666, whereas bajaj started deducting 2999 from this month."
1030,5.0,Best phone in 12249,Best phone in this price tange।
1031,4.0,"Nice Amoled, dual speakers, battery. Good budget Phone.",Good battery backup. Nice Display.
1032,2.0,"Fingerprint, battery, not performing well.",After few hours fingerprint is not working. Full battery drained within a day.Heating while hotspot on.
1033,3.0,Mobile is normal,Mobile is normal but charge time 2 hour plus I think charger is faulty can i replace
1034,5.0,Good to go with redmi note 11,Not for photography besides this everything is good and also not have a powerful processor just kaam chalau
1035,2.0,Very poor performance as not expected this is totally money waste.....,"This is very poor class no performance is very low , camera is not good, dark photo shoot, battery is also very poor,"
1036,1.0,For replacement,"The media could not be loaded.
                



 Phone slow and hangs many times"
1037,3.0,Good in range buy,"Camera quality poor than samsung A12. Performance, battery, display are good"
1038,3.0,Camera performance is not good,Camera performance is not good as even compared to same brand of mobile mi note 7pro(48mp)
1039,1.0,Camera glass quality is worst,"The media could not be loaded.
                



 Camera back glass quality is worst. 1 time mobile fall and glass was broken 😔"
1040,5.0,Redmi note 11,Nice 😊 to buy budget king
1041,5.0,Camera is decent,I like this productAmazing bettery lifeAmazing display 😍Snapdragon 680 mind-blowing performance 🔥
1042,4.0,Expected 5g,Display battery design wifi exchange bonus
1043,5.0,Nice,Nice original product received
1044,5.0,Good quality,Value of money
1045,5.0,value for money,battery good. camera ok.  looks awsm. budget fon me best htry to take discount by credit cards payment.
1046,4.0,Box..,Phone is good but phone box is different to mobail colorMobail color is satured white but box is black color phone..
1047,4.0,Everything is ok but processor not for fit this type of features.,Phone is better for normally use not for high gameing or more
1048,5.0,Performance is good,"From my usage, it seems to be a good choice for the price available. Kind of an allrounder!"
1049,1.0,Poor Camera Quality,"To bad camera quality, Redmi note 8 has better camera than that. I was disappointed"
1050,4.0,"All is good ,but camera should be better..","Received today ,Camera quality is poor it should be better in this price range..otherwise it is a decent phone"
1051,5.0,Everything is good  camera is not as good.  Average quality,Battery is best 5/5Display is fabulous 5/5Design and look is osm 5/5Camera quality need to improve  4/5
1052,5.0,Value for money,"I bought this for my mother , it has a good battery life the display is very good camera is ok . Overall it’s a good deal"
1053,5.0,Very nice,Redmi note 11 is best mobile in low priceCamera quality is verry good and battary life also very Good
1054,4.0,Camera like 3MP,Ok
1055,4.0,Good phone for the price,"Great budget friendly phone. If camera & smooth performance aren't your priorities, this is a perfect phone"
1056,2.0,Good not Best,I using it 10 days.. Recently there is a problem in Sim slot 1.. Network is not coming.. But sim slot 2 is OK.... Dissatisfied....
1057,5.0,Product Good,Good and Budget Friendly Phone
1058,1.0,Bad phone worth buy please don't buy it,Hang problemAuto startLots of problems😰 how I count totally fraudDon't buy any items from Amazon
1059,4.0,Excellent phone in this Price range....,"Amoled display &processors speed, Long life battery, maybe a highest selling smart phone in the year 2022 in India."
1060,5.0,Nice Product.. Slim and Attractive,Nice one
1061,1.0,"Phone is just ok, not awesome","This phone is just ok, facing lots of network issue, not getting the calls eventhough we have full network"
1062,3.0,Class Display and performance but no for camera,"Display awesome, camera is kind of 8MP, weigh less. Not an camera phone but recommend for display, weight, performance and design."
1063,1.0,Average phone,Camera quality worst... Need lots of update. Only phone size is good for one hand usage
1064,1.0,"Don't buy, charging issues after 10 days, very slowly charge take long time, waste of money and time",For Ir blaster
1065,1.0,worst,even 2mp back camera 2mp front in in old key pad mobile is better than this i think ...utterly dissappointed
1066,3.0,Totally disappointed with redmi product,Camera quality is so poor u don't want to take shy photos even if u are in need of clicking photos such a disaster
1067,5.0,Missing 5g only,only missing 5g here:)
1068,1.0,Mast a mast,Mast quality hai camera bho great picture of click . battery life maja nahi aaya 26 hours ki lemmted
1069,3.0,Worst camera quality i have ever seen,"The media could not be loaded.
                



 Very bad camera disappointed. Phone is lagging sometimes while using"
